NAME,AREA_KM2,the_geom,NUMBER
Desrochers Area,1.350820760604188,"MULTIPOLYGON (((-113.55921807468079 53.395697765542764, -113.56380914906305 53.39569528524207, -113.56524274300219 53.39569431772862, -113.56538303416175 53.395694014411596, -113.56540896462636 53.39587199424072, -113.56544351178762 53.39651853734355, -113.56544984796848 53.396585510098696, -113.56546175089854 53.396652211505966, -113.56554149562501 53.3970135656919, -113.56554689693306 53.397047214354195, -113.56554829137863 53.39708100725247, -113.56554310663489 53.39719110649172, -113.5655308894751 53.39730592177916, -113.56551659102017 53.397395002866894, -113.56548090785599 53.39755242777853, -113.56543330743239 53.397705268154304, -113.56536407477364 53.397877159057536, -113.56529024050047 53.39802591520709, -113.56516909160356 53.39822659286129, -113.56504651490862 53.39839572787045, -113.56490723991324 53.398560917044634, -113.56471918417287 53.39875242803732, -113.56450929086228 53.39893559928511, -113.56432189305028 53.39907874673916, -113.56416797720634 53.39918964192331, -113.56524161020296 53.399589623332176, -113.5652383568242 53.399684520758704, -113.56523443118711 53.40314173400835, -113.56043859167252 53.40314003483352, -113.55721341678245 53.403138612705426, -113.55313149488524 53.40313764425991, -113.54103045433106 53.403122850948925, -113.54088928667392 53.403123343007685, -113.5408044169023 53.40128579322043, -113.54080816078697 53.39927861236143, -113.54071446105876 53.396722217649575, -113.54071140524358 53.395708891820746, -113.54071272430244 53.39567069647832, -113.54725011004464 53.39565883063855, -113.54846346590485 53.39565853488733, -113.55313540090583 53.39565560448733, -113.55313540290581 53.39570078668736, -113.55616224290647 53.39569932758736, -113.55616232090647 53.39556012198736, -113.55802608190687 53.395558932787324, -113.55918924990712 53.39555878508724, -113.55918906890965 53.39569778065185, -113.55921807468079 53.395697765542764)))",5463
River Valley Victoria,1.298977148797209,"MULTIPOLYGON (((-113.50879948974962 53.533641488367024, -113.50884008320614 53.53347223497683, -113.50888664918386 53.533303528312636, -113.50893916696607 53.53313544317303, -113.508997613198 53.532968054080136, -113.5090619618974 53.53280143524666, -113.5091321844661 53.532635660542795, -113.50915451581122 53.53258583895194, -113.50917737778701 53.53253610286455, -113.50919742269627 53.53249347178145, -113.50922360729773 53.53243908441632, -113.5092461883218 53.53239329371721, -113.50926922070242 53.5323475828877, -113.5092927036424 53.532301953507236, -113.50931663632895 53.53225640715222, -113.50934101793379 53.53221094539611, -113.50817092110412 53.531741938549374, -113.50804555248492 53.53169262337888, -113.50791874946067 53.53164462780864, -113.50779055115751 53.5315979666463, -113.50766099713157 53.53155265428773, -113.50753012735692 53.53150870471253, -113.50739798221315 53.53146613147992, -113.50748479936341 53.53134113512205, -113.506473930403 53.53108635755266, -113.5049438386184 53.530818228524936, -113.50494378883401 53.53077914844933, -113.50471277900505 53.53077923854089, -113.5046872688781 53.530774758479566, -113.50407639910361 53.530769188619736, -113.50402671910048 53.53077941858666, -113.50273766326042 53.53077928689125, -113.50126699435546 53.53077880235195, -113.50126748887172 53.53074916844243, -113.50126724875156 53.52992133854332, -113.50158620909582 53.529612008455786, -113.50177838403769 53.52943004281273, -113.50171956088342 53.52940808674356, -113.50170023954425 53.52940006437658, -113.50168171321984 53.529391382150536, -113.50164539741658 53.529373380955334, -113.5016204154561 53.52936198535131, -113.50158810836062 53.52934871455799, -113.50155817317597 53.52933697062216, -113.50157579913159 53.52931924011343, -113.50232947198953 53.528607816790235, -113.50296779743068 53.52886071428768, -113.50477859680811 53.5293909578822, -113.50606325531993 53.52971088219137, -113.50841425583953 53.53026811026814, -113.50958123463609 53.53051188907867, -113.51073683871111 53.53065484766223, -113.51185976042662 53.530720905536405, -113.51297904069826 53.5307435912741, -113.51652659525895 53.530768827231384, -113.51773205808327 53.53084971290349, -113.51857996185545 53.53092898768763, -113.51957611695036 53.53103413821308, -113.52091135702554 53.53117856850835, -113.522479734687 53.53134920114059, -113.52394188602467 53.53153203334998, -113.52521279124845 53.53173937451919, -113.52622893176793 53.53195833608446, -113.52732911729561 53.53225347934386, -113.52840781726594 53.53257381374614, -113.52944325231273 53.532969826235735, -113.53075461148528 53.53355156604433, -113.53253869635634 53.53425477864532, -113.53424363999467 53.534949522998645, -113.53612510461173 53.53577421846827, -113.53576880862718 53.537664270297384, -113.53570989169523 53.5377150418803, -113.53573681646654 53.53772612719472, -113.53573838026671 53.539668568555136, -113.53588736735446 53.540280599182594, -113.53588716557282 53.540790800119645, -113.53604063050899 53.54082888860449, -113.53608083618813 53.5408398799305, -113.53616097333872 53.540862214708774, -113.53620090287805 53.54087355762254, -113.53628047907115 53.54089659313228, -113.53635647635494 53.54091913361041, -113.53643211371696 53.54094209967052, -113.53650738444067 53.54096548927322, -113.53658228184207 53.54098930034188, -113.53665679927028 53.54101353076219, -113.53673093010809 53.54103817838269, -113.5367799133793 53.54105555815998, -113.53677678962283 53.54136880074534, -113.53673174966077 53.54135244855565, -113.53665671095597 53.541325677209436, -113.53661901211386 53.541312471512796, -113.53654326086016 53.5412864219672, -113.53647217487128 53.541262537765256, -113.53640658637501 53.541240954343614, -113.5363406830207 53.54121971398119, -113.53627446986543 53.54119881830753, -113.53619670306817 53.54117483695856, -113.53615766614578 53.541163024430475, -113.53607929036737 53.5411397572146, -113.53603995356484 53.54112830313639, -113.53594687010123 53.541101778506956, -113.53573608424016 53.5410447221619, -113.53565454130802 53.54102373807492, -113.53561363377416 53.541013435458204, -113.53553155208458 53.540993210466766, -113.53544972416191 53.54097363609041, -113.53536816615973 53.5409547033461, -113.53532726627208 53.540945423644224, -113.53524523007684 53.54092723879534, -113.5351638067934 53.54090975088296, -113.5350820906453 53.54089275462144, -113.53500008999863 53.54087625175092, -113.53477883277469 53.540834435125646, -113.53459685254758 53.5408029625736, -113.53426499011444 53.54075217841581, -113.53396156985754 53.54070756850701, -113.5328352497707 53.54056490858831, -113.53186744545734 53.54044435637402, -113.53186696773146 53.54047161751505, -113.53105599289685 53.54035767026279, -113.53087634485176 53.54033184710199, -113.53073019710925 53.54039184751712, -113.52846030734284 53.54007094169951, -113.52680668099838 53.539743307813566, -113.52497912817593 53.53936896859811, -113.52477867285246 53.53932154395297, -113.52314317415033 53.539177101271584, -113.52222047341556 53.538845121941215, -113.52128593446126 53.53884998660451, -113.52130581433495 53.537783873510946, -113.52043233957822 53.53778286845417, -113.52043258960256 53.5376295084775, -113.52034064976274 53.53759769840467, -113.52007295929285 53.53750678841058, -113.51965047913151 53.537506448667, -113.51965063921537 53.537372948462135, -113.51928185924817 53.53736946848347, -113.51889129657965 53.53736797442663, -113.51889126947844 53.53736381846719, -113.51857300942568 53.53729894833634, -113.51857304962058 53.53736651863032, -113.51849967908977 53.53736680839895, -113.51781193989176 53.53726043832798, -113.51781046947232 53.537152788632234, -113.51781081949925 53.53664408865597, -113.51744312936665 53.536644028543805, -113.51691177019903 53.53646914868851, -113.5167507897959 53.536467558338835, -113.51665887008318 53.5364669183543, -113.51665905972943 53.536602898348484, -113.5159682300046 53.536597998584824, -113.51579162793347 53.53659643148682, -113.51579137987528 53.53618423872662, -113.51492914978391 53.53618741851448, -113.51488308972455 53.53618727614112, -113.51488416057052 53.535777666876854, -113.51483917996657 53.53577758852554, -113.51483973018999 53.53566192251631, -113.51396254194461 53.53566253851015, -113.5139591332992 53.535008672530964, -113.51303994203663 53.53500790155363, -113.51303989000705 53.5344572785562, -113.51211113829726 53.53445833838294, -113.51210611132089 53.534068930417966, -113.51026986238709 53.53406998259147, -113.50950398960552 53.53406931672717, -113.50888547441397 53.5340692512277, -113.50866340038459 53.53406833899099, -113.50879948974962 53.533641488367024)))",1200
Rutherford,2.249955066266148,"MULTIPOLYGON (((-113.5334997627062 53.410365872709825, -113.53404477837545 53.410665054734366, -113.53428862923928 53.41081130724331, -113.5347147796749 53.411017994445345, -113.53512370689394 53.41116869993091, -113.53556112679277 53.41129065423814, -113.53597087105503 53.4113668034918, -113.53644117588394 53.41142635108368, -113.53693597205347 53.41145472616186, -113.53743129074695 53.41143500025344, -113.53792707815768 53.411371983242084, -113.53842320258961 53.4112776998538, -113.53893989197559 53.41111957443202, -113.53929351680208 53.41097426169563, -113.53962830659555 53.410810682757464, -113.54088768154219 53.4115224432144, -113.54090593770806 53.41391965564137, -113.54092071409165 53.419186342737625, -113.54094055063538 53.42490459354161, -113.53476635272668 53.42486192907874, -113.52865247755479 53.42482552751919, -113.516556029789 53.42479903291467, -113.51645636928532 53.421035091178524, -113.51644794466823 53.419968019018604, -113.51683681618933 53.41887296059894, -113.51736350342462 53.417966338118205, -113.5182109299135 53.41709492585866, -113.5190994008483 53.41644495768929, -113.5229753989424 53.41397524625355, -113.53126113805091 53.4086251021201, -113.53235824179323 53.409284228229, -113.53265540381686 53.40950081156794, -113.53280029954666 53.40966650848327, -113.53302623736879 53.409955447730354, -113.53324868652146 53.41018312656838, -113.5334997627062 53.410365872709825)))",5454
Calder,1.34817760294786,"MULTIPOLYGON (((-113.5395184329878 53.583921153729406, -113.54039878728452 53.583921113198414, -113.54073089025569 53.583920878434455, -113.54103263855565 53.583920848369054, -113.54117469777496 53.58392154186199, -113.54118029468617 53.58496715722838, -113.54117545682041 53.586016008789635, -113.54119437598307 53.58757981440661, -113.54117478776273 53.58915256499049, -113.54118093193642 53.59003780930506, -113.54116728561297 53.59219071412751, -113.53969105915087 53.59218425499904, -113.53748830571271 53.592177799614625, -113.5365963881042 53.59217744169447, -113.53196156487142 53.59216643076271, -113.53040761222886 53.59215743146056, -113.52886333774958 53.59215905016013, -113.52509421041006 53.59215008196609, -113.52410276530058 53.59214882367272, -113.52338374813219 53.59214744969839, -113.5216797297791 53.59214835040004, -113.51995030746039 53.59215683349438, -113.51825955587795 53.5921437559724, -113.51657922497998 53.592133762297664, -113.51660748973042 53.591194175887495, -113.51661687963716 53.590380388496534, -113.51653384202868 53.59016037210672, -113.51653880057344 53.589586948788806, -113.51656224202513 53.58745822252267, -113.51655017222194 53.58493091714116, -113.51826756710612 53.58493481899923, -113.5199737730788 53.584934968519086, -113.52167188388636 53.58493351324837, -113.5233884543603 53.58494435668173, -113.52509034835765 53.58493720613769, -113.52681499240911 53.58493693011534, -113.52885920948087 53.584952639736926, -113.53040264026875 53.58495759950642, -113.53196853694409 53.58495959000062, -113.53349147422611 53.58495668792045, -113.53505209695611 53.584962055788175, -113.53596751628257 53.584961515037946, -113.53596690986421 53.58392514848348, -113.53774198990844 53.58392137848342, -113.53804482794176 53.58392118950954, -113.53936593008078 53.58392105235895, -113.5395184329878 53.583921153729406)))",3070
Anthony Henday South,2.711569116158579,"MULTIPOLYGON (((-113.51710988097972 53.4295671449936, -113.51715269408297 53.42965826813382, -113.5171976446725 53.429749023391295, -113.51724472390488 53.42983939288356, -113.51729392251706 53.4299293588041, -113.51734523082823 53.43001890342566, -113.51739863874168 53.43010800910423, -113.51742060388153 53.430143551490175, -113.51744290135403 53.43017901999362, -113.5174655304633 53.43021441350612, -113.51748849050304 53.430249730921815, -113.51751178075665 53.430284971137205, -113.5175354004972 53.43032013305104, -113.51760257832632 53.4304171204185, -113.51767227453385 53.430513471911496, -113.5177444722676 53.430609164209216, -113.51781915406957 53.430704174150264, -113.51789630188019 53.43079847873815, -113.51797589704258 53.43089205514701, -113.51805043151727 53.43097654649501, -113.51812696173668 53.431060399136534, -113.51820547236929 53.43114359626026, -113.51828594768632 53.431226121186256, -113.51836837156479 53.4313079573693, -113.51845272749074 53.43138908840194, -113.51850567025993 53.431438730486306, -113.51855933640894 53.43148809478275, -113.51861372185355 53.431537177532185, -113.51866882245474 53.43158597499686, -113.51872463401898 53.431634483460805, -113.51878115229854 53.43168269922997, -113.51884888928485 53.43173933005779, -113.51891760119388 53.43179554046916, -113.51898728071319 53.43185132447894, -113.51905792042717 53.43190667614736, -113.51912951281793 53.43196158958068, -113.519202050266 53.432016058931666, -113.51923904450427 53.4320433998678, -113.51927627686295 53.432070625291416, -113.52042115869574 53.43207088533311, -113.5225965644224 53.4320708306754, -113.52356236326514 53.43207167429887, -113.52629014355344 53.43265238911801, -113.52907439186252 53.43269233706697, -113.53345720131861 53.432368752775524, -113.53508275281347 53.43224883236124, -113.53641245591287 53.431964251442864, -113.53666207001743 53.4317834632586, -113.53693581616808 53.43158567029992, -113.53720520626037 53.431390535936195, -113.53726547291869 53.42902727461815, -113.53812313469359 53.4260496489148, -113.53976901939059 53.42504096014342, -113.54002322926029 53.424898274929554, -113.54094055063538 53.42490459354161, -113.56432327830113 53.42490712076742, -113.56559120168372 53.424906694131096, -113.56559426796422 53.42500346924933, -113.5656261853729 53.43029410916289, -113.56563159874463 53.431078053643425, -113.56563439619326 53.43162319632173, -113.55993238237527 53.432222630398265, -113.55548746386002 53.432688936820696, -113.54960466233584 53.4340769009143, -113.54934779666227 53.43428306050368, -113.54890439709783 53.43424207812707, -113.54628360027833 53.43486021845189, -113.54240693000384 53.43636751840575, -113.54125733285846 53.436419395627546, -113.54009370736921 53.43797779009991, -113.54004733070734 53.438309225008275, -113.53963950992981 53.43829494840187, -113.53936559023474 53.438511588500134, -113.53939436280332 53.43941943803003, -113.53869760781191 53.43942034521573, -113.53869772544033 53.439332350630856, -113.53868237880602 53.43928751490448, -113.53866612021683 53.439234986336274, -113.53865117106031 53.43918231927243, -113.53864504182708 53.43915923033087, -113.53863353861834 53.4391129834711, -113.53862304402196 53.439066651167046, -113.53861817551413 53.439043455423594, -113.53860936536957 53.43899793261558, -113.53860532504285 53.43897514698166, -113.53859797469975 53.43892953188543, -113.53859154339133 53.43888343157406, -113.53858606016554 53.43883685229585, -113.53858159096305 53.438790234409765, -113.53857973686198 53.43876691344785, -113.53857706859286 53.43872546132381, -113.53857520182275 53.43868399357064, -113.53857413679808 53.43864251571346, -113.53857387365835 53.438601033278864, -113.53857441243632 53.438559551793844, -113.53857575305786 53.4385180767854, -113.53857751036011 53.43848304908998, -113.53857983959075 53.4384480332914, -113.53858202026966 53.43842110848148, -113.53858638602175 53.43837627051956, -113.53859168988969 53.4383314686382, -113.53859520452401 53.43830545442727, -113.53859903539528 53.43827945613998, -113.53860318230093 53.43825347514671, -113.53860764502177 53.43822751281735, -113.53861242332194 53.43820157052058, -113.53861751694895 53.43817564962421, -113.53862668292962 53.438132615353254, -113.53863803390084 53.438084275684176, -113.5386504833737 53.43803603253267, -113.53866286716625 53.437991871432054, -113.53867493413064 53.43795177440291, -113.53868125287782 53.43793175716288, -113.53869445988583 53.43789178844759, -113.53914496031457 53.43659966847116, -113.53902558983124 53.43651842847256, -113.53233115076479 53.43681837069064, -113.52929918960413 53.43695390834107, -113.52867625354136 53.436981275077756, -113.52788904936475 53.437016318569874, -113.52530052957866 53.437132248513734, -113.52497328946582 53.43718138831115, -113.52479510370189 53.43720800050904, -113.5193305093404 53.43802369839274, -113.51903930942291 53.43928700861708, -113.51900784048458 53.43939937964059, -113.51827683986896 53.43939892266217, -113.51693381891761 53.439406610113714, -113.51652445079046 53.439519410190535, -113.51657055042674 53.439371332945335, -113.51652588022422 53.439321628455936, -113.51652591681152 53.4385794055875, -113.51652556994523 53.438442328572194, -113.51652520756542 53.43741530079524, -113.51651857910821 53.43594626352427, -113.51652521002505 53.432393178602766, -113.51652542790845 53.4295572983541, -113.51710520629643 53.42955688902455, -113.51710988097972 53.4295671449936)))",4014
Heritage Valley Town Centre Area,1.034295253336269,"MULTIPOLYGON (((-113.53952205807504 53.403222494876324, -113.53974422871667 53.40305982844275, -113.53984015722226 53.40298204274208, -113.53994691791434 53.4028890593117, -113.54006012539625 53.40278180804833, -113.5401813893884 53.40265487347269, -113.5403041862032 53.40251005687474, -113.54040580812784 53.40237361934635, -113.54049765177419 53.40223221842836, -113.54057618732904 53.40209148720471, -113.54062052787575 53.40200025576117, -113.54066320652566 53.40190070070728, -113.5407155924693 53.40175384232528, -113.54075229860916 53.401621449473566, -113.54079676271036 53.40135499693134, -113.5408044169023 53.40128579322043, -113.54088928667392 53.403123343007685, -113.54103045433106 53.403122850948925, -113.55313149488524 53.40313764425991, -113.55313045838423 53.404951101130294, -113.55313147028942 53.40595890243971, -113.55312970015189 53.41039459503052, -113.54111001795583 53.41036028555038, -113.5408882111511 53.41035973271664, -113.54088720454862 53.41093326492106, -113.54088768154219 53.4115224432144, -113.53962830659555 53.410810682757464, -113.53929351680208 53.41097426169563, -113.53893989197559 53.41111957443202, -113.53842320258961 53.4112776998538, -113.53792707815768 53.411371983242084, -113.53743129074695 53.41143500025344, -113.53693597205347 53.41145472616186, -113.53644117588394 53.41142635108368, -113.53597087105503 53.4113668034918, -113.53556112679277 53.41129065423814, -113.53512370689394 53.41116869993091, -113.5347147796749 53.411017994445345, -113.53428862923928 53.41081130724331, -113.53404477837545 53.410665054734366, -113.5334997627062 53.410365872709825, -113.53324868652146 53.41018312656838, -113.53302623736879 53.409955447730354, -113.53280029954666 53.40966650848327, -113.53265540381686 53.40950081156794, -113.53235824179323 53.409284228229, -113.53126113805091 53.4086251021201, -113.53557147328281 53.40584164997655, -113.53572440205163 53.40575066369244, -113.53720543758674 53.40469212384143, -113.53952205807504 53.403222494876324)))",5464
Keheewin,1.265769698424602,"MULTIPOLYGON (((-113.51383990965685 53.44668099841225, -113.51427235933198 53.44668087861501, -113.515701079043 53.44751614863841, -113.51638522015206 53.447513111909004, -113.51640108178552 53.448785796970675, -113.51644906872481 53.45394771795126, -113.51311971457928 53.453935100829575, -113.5089936090583 53.453934083063, -113.50146595479009 53.453935515159706, -113.49252496641822 53.453992057521276, -113.49269398306762 53.446635299675236, -113.4931382738661 53.446684830330746, -113.49986951871334 53.44668398833895, -113.5000597343128 53.44668446302597, -113.50023479452194 53.44707551714392, -113.50045055872533 53.44746587106824, -113.50059457090934 53.44738166559961, -113.50180015855739 53.44668368842747, -113.50284149400056 53.44668349847372, -113.50316932401441 53.446493002988525, -113.50413849860219 53.446680538615524, -113.50439075892028 53.44668320857942, -113.5082382861719 53.446682435133916, -113.50842387787853 53.44668207990712, -113.50860962912499 53.44668233863807, -113.50996230928557 53.44668201844441, -113.51014488983427 53.446682534347964, -113.5107255276715 53.44668185219333, -113.51141352935203 53.44668165857005, -113.5114564023671 53.44665429275, -113.5121402773668 53.44665314329576, -113.5122647808084 53.446654716343375, -113.5123938892557 53.44668140863432, -113.51383990965685 53.44668099841225)))",5250
Ermineskin,1.204175349126366,"MULTIPOLYGON (((-113.51536022006312 53.46131539861276, -113.5121745902947 53.46131663919495, -113.51176358260821 53.4613213674546, -113.50416889914568 53.46133353847483, -113.50202518955759 53.46133665835304, -113.50147115958482 53.46133791851107, -113.50034795622186 53.46133866366838, -113.49753746636443 53.46134194276157, -113.49726870942017 53.46134307861973, -113.49706919686989 53.4613425061075, -113.4951985497147 53.461344898422446, -113.49486862915845 53.46035621867332, -113.4947793994443 53.460268018477635, -113.49483086930803 53.45900850081006, -113.49494377967618 53.45900863841305, -113.49496446670435 53.4584770570098, -113.49500062219116 53.457499138968856, -113.49501288422246 53.45719252167572, -113.49502709377485 53.4568692052395, -113.49504459678519 53.45639996856595, -113.49507372133995 53.455671755084346, -113.49349808981212 53.45564933844908, -113.49248729445578 53.455631401147016, -113.49252496641822 53.453992057521276, -113.50146595479009 53.453935515159706, -113.5089936090583 53.453934083063, -113.51311971457928 53.453935100829575, -113.51644906872481 53.45394771795126, -113.51647274780727 53.46116689436664, -113.51646895099513 53.461313975664496, -113.51632210005134 53.46131379838825, -113.51536022006312 53.46131539861276)))",5180
Summerlea,1.100465963285099,"MULTIPOLYGON (((-113.63039413383694 53.52856592802343, -113.62914131729626 53.52860431044571, -113.6279920095783 53.528701776718016, -113.62695786623325 53.5288501094104, -113.62580156898619 53.52916114859099, -113.62460838787153 53.529563788294915, -113.6233632715443 53.530139284295245, -113.62177574856658 53.5308591485353, -113.62086350498579 53.53115936844032, -113.61985903988904 53.53142714036324, -113.61884241669472 53.53161528888626, -113.61792952130979 53.53168452693626, -113.61708825455716 53.5317104693187, -113.61516413836429 53.531688434611176, -113.61535568343923 53.52485931616554, -113.61531596615988 53.51955447261711, -113.61679662259876 53.51954263906876, -113.61879834069 53.519646701288295, -113.62026646381109 53.51978019664244, -113.62176128347535 53.51997389305904, -113.62370572045752 53.52030720571516, -113.62732468016074 53.52089426024225, -113.63046868855547 53.52128898003492, -113.62998998979651 53.523748606383286, -113.62993441484755 53.524671943231205, -113.62992634512398 53.525501868109146, -113.62996661504316 53.52632128965926, -113.6300763004971 53.5270341975339, -113.63039413383694 53.52856592802343)))",4520
West Meadowlark Park,1.117036551148202,"MULTIPOLYGON (((-113.61530208971608 53.526770324303506, -113.61516413836429 53.531688434611176, -113.61060248334317 53.53165397257624, -113.6072573752257 53.53162049684568, -113.6027033038922 53.53159971755159, -113.60272792219071 53.52834544837858, -113.60276675945808 53.52672098723879, -113.60280899107461 53.523736331013055, -113.60281444573556 53.522492588186516, -113.60287825050054 53.51952246977527, -113.6054538329399 53.51953488606456, -113.60883326720354 53.519536056347754, -113.61079464388318 53.51956130922489, -113.61531596615988 53.51955447261711, -113.61535568343923 53.52485931616554, -113.61530208971608 53.526770324303506)))",4590
Hudson,0.736101311878815,"MULTIPOLYGON (((-113.55965550443815 53.60686107057926, -113.5596567811485 53.60699843762505, -113.55966371856465 53.60713574479215, -113.55967631257361 53.607272909584786, -113.55969455566361 53.60740984959214, -113.55971843692858 53.607546482537394, -113.55974794207447 53.60768272632758, -113.5597601718565 53.607732590507915, -113.5597717238575 53.60777703971102, -113.55993321382321 53.607760497959504, -113.55999044742101 53.60795756002547, -113.56004559194474 53.60812161661785, -113.55669108452861 53.60809380127702, -113.55640673629502 53.60806753427867, -113.5561399064558 53.6080345433516, -113.55485923874623 53.60782961452886, -113.55393090250693 53.60772535412218, -113.55313738981665 53.60766782683492, -113.55222630651687 53.60764350127491, -113.55082484063612 53.60762890386388, -113.55062868504285 53.60761941020704, -113.55043371530164 53.607606959396065, -113.5502062029658 53.607590068824514, -113.55000074422615 53.60756865867778, -113.5495535996714 53.60751382175692, -113.54892887785222 53.60741589254243, -113.54838054086927 53.607300050978914, -113.54825566552884 53.607274794417926, -113.54804541954957 53.607208794590875, -113.54744903627567 53.60699290682078, -113.54678993393864 53.60669289464706, -113.54620901536585 53.606330319361, -113.54571422697705 53.60591069455411, -113.54474482691357 53.60489583344134, -113.54436220206367 53.60457084536357, -113.54406536128687 53.60444501721049, -113.54368651768836 53.604319519696716, -113.54379672175338 53.60422536648387, -113.54441171326812 53.603497726946465, -113.54441206928551 53.60221884349101, -113.54514555138022 53.60221828427173, -113.54551157606654 53.60221847439833, -113.54686083143012 53.602218007826885, -113.5474298451764 53.60242115915275, -113.55045947030303 53.60242166841615, -113.5505926714876 53.602427195295576, -113.55349414695651 53.60242820939269, -113.5534929252576 53.60105320590365, -113.5595707601329 53.6010548236835, -113.55957157849096 53.601438182176, -113.56224604348405 53.60143891557878, -113.56225209224321 53.60315471190586, -113.56234620264475 53.60370223058898, -113.56234651301443 53.603785536679965, -113.5624068721625 53.60378555833922, -113.56241812048951 53.60685816663779, -113.55965550443815 53.60686107057926)))",3480
Ellerslie Industrial,5.943185808806158,"MULTIPOLYGON (((-113.47956634287881 53.405465044087904, -113.47498163481897 53.40546524424198, -113.47457679133919 53.40546711318835, -113.47457695479886 53.405375567006274, -113.47364576319207 53.40537557360014, -113.47364108271796 53.40118002007528, -113.47363986018327 53.399639651144625, -113.4736354332987 53.39593719196528, -113.47363451496481 53.39575658109447, -113.47955121510834 53.39574568188307, -113.49197467742576 53.395721176784825, -113.49252394112999 53.39572288626514, -113.49407489925578 53.395726438344425, -113.50713732115638 53.39575827871773, -113.50893085051206 53.39576290009568, -113.50311250186984 53.40537848770921, -113.50004817864014 53.410094794208085, -113.49750081606766 53.41010958195872, -113.49500487074492 53.4136514197948, -113.49439063695112 53.41493793665649, -113.49398518728118 53.41627099188263, -113.4938576276057 53.41747743780943, -113.4933058741147 53.43223607325343, -113.49234660032742 53.432236148464185, -113.4917151398435 53.43223678837769, -113.4829721627306 53.4322433980971, -113.48297204334582 53.4322484238305, -113.48251357077001 53.432243722764696, -113.4698851184722 53.432252138339514, -113.46894900816186 53.43225253229154, -113.46806962283706 53.4322532195638, -113.4673750815976 53.4322535739616, -113.46772907019029 53.43186174402714, -113.46837206206548 53.43131233854126, -113.46919477891932 53.4307869209169, -113.46993624950014 53.43038036382534, -113.47123764443282 53.429720038011524, -113.47182140037347 53.42937150799525, -113.47238043676145 53.428942227160825, -113.47279434220671 53.428503082300566, -113.47319993209544 53.42797210672665, -113.47350457753318 53.42737644853042, -113.4736684553442 53.42627489254356, -113.47376828699645 53.424937307893295, -113.47377919257579 53.424553040714486, -113.47392204249603 53.42402007887027, -113.47429421935888 53.42330724802727, -113.47484034038266 53.42259958737635, -113.47555461022979 53.421775322627944, -113.47737172978043 53.41996612733901, -113.47895127399516 53.41842849101943, -113.48008757204718 53.41712488914211, -113.48121450781696 53.415550500304164, -113.48208277823191 53.413950676377546, -113.48268549769458 53.41254723145259, -113.4831159639843 53.41129573186959, -113.48333951067836 53.410117918002626, -113.47956887799629 53.410247923465846, -113.47956794774849 53.4081817473177, -113.47956634287881 53.405465044087904)))",6214
